Product Type,Product Weight (kg),Purpose,Vehicle Type,maxWeightCapacity
Fresh Vegetables,8950,perishable goods,Large Refrigerated Truck,10943
Vegetables,6747,crops,Dropside Truck,7948
Leafy Greens,3388,perishable goods,Medium Refrigerated Truck,4553
Rice,2590,crops,Elf Truck,4120
Vegetables,2823,crops,Large Pickup Truck,4172
Corn,14875,crops,10 Wheeler Dump Truck,15311
Frozen Fish,4784,perishable goods,Medium Refrigerated Truck,5068
Chickens,3622,livestock,Large Livestock Truck,5225
Rice,3874,crops,Heavy Duty Pickup Truck,4947
Rice,12381,crops,10 Wheeler Dump Truck,13064
Leafy Greens,10636,perishable goods,10 wheeler Reefer Truck,11571
Leafy Greens,4611,perishable goods,Medium Refrigerated Truck,6268
Milk,11793,perishable goods,10 wheeler Reefer Truck,12987
Vegetables,8176,crops,10 Wheeler Cargo Truck,9089
Leafy Greens,11743,perishable goods,10 wheeler Reefer Truck,13344
Frozen Fish,8543,perishable goods,Large Refrigerated Truck,8693
Pigs,120,livestock,Small Livestock Truck,740
Milk,7494,perishable goods,Large Refrigerated Truck,8935
Fresh Vegetables,2377,perishable goods,Small Refrigerated Truck,3441
Fruits,14496,crops,10 Wheeler Dump Truck,14960
Goats,3894,livestock,Large Livestock Truck,4973
Goats,3145,livestock,Large Livestock Truck,5078
Corn,8380,crops,10 Wheeler Cargo Truck,9870
Corn,2150,crops,Large Pickup Truck,2396
Chickens,137,livestock,Small Livestock Truck,440
Frozen Fish,9931,perishable goods,10 wheeler Reefer Truck,11887
Fresh Vegetables,8234,perishable goods,Large Refrigerated Truck,8923
Goats,2879,livestock,Medium Livestock Truck,4099
Rice,4773,crops,Dropside Truck,6075
Eggs,1163,perishable goods,Medium Refrigerated Van,2090
Leafy Greens,1481,perishable goods,Large Refrigerated Van,2490
Vegetables,14020,crops,10 Wheeler Dump Truck,14701
Milk,9834,perishable goods,10 wheeler Reefer Truck,10920
Vegetables,3166,crops,Elf Truck,3443
Eggs,1153,perishable goods,Medium Refrigerated Van,2454
Leafy Greens,10486,perishable goods,10 wheeler Reefer Truck,12474
Pigs,333,livestock,Small Livestock Truck,2086
Fruits,3058,crops,Elf Truck,3652
Eggs,9095,perishable goods,10 wheeler Reefer Truck,9455
Pigs,2375,livestock,Medium Livestock Truck,2914
Leafy Greens,9082,perishable goods,10 wheeler Reefer Truck,9835
Goats,5648,livestock,Large Livestock Truck,6054
Corn,13533,crops,10 Wheeler Dump Truck,14551
Chickens,6969,livestock,Large Livestock Truck,8277
Fresh Vegetables,8462,perishable goods,Large Refrigerated Truck,9138
Rice,6529,crops,Dropside Truck,7653
Frozen Fish,4269,perishable goods,Medium Refrigerated Truck,5717
Frozen Fish,11882,perishable goods,10 wheeler Reefer Truck,13755
Rice,12745,crops,10 Wheeler Dump Truck,13399
Corn,5749,crops,Dropside Truck,5868
Fresh Vegetables,1516,perishable goods,Small Refrigerated Truck,2029
Vegetables,14898,crops,10 Wheeler Dump Truck,15578
Leafy Greens,4476,perishable goods,Medium Refrigerated Truck,5243
Pigs,11210,livestock,10 wheeler Livestock Truck,11350
Corn,13101,crops,10 Wheeler Dump Truck,14496
Cows,10382,livestock,10 wheeler Livestock Truck,11141
Cows,6233,livestock,Large Livestock Truck,8191
Corn,12180,crops,10 Wheeler Dump Truck,12981
Fruits,8101,crops,Dropside Truck,9480
Chickens,786,livestock,Small Livestock Truck,2697
Goats,4327,livestock,Large Livestock Truck,5205
Fresh Vegetables,9979,perishable goods,10 wheeler Reefer Truck,11244
Vegetables,11494,crops,10 Wheeler Cargo Truck,12962
Corn,6967,crops,Dropside Truck,8961
Fruits,2318,crops,Elf Truck,3894
Milk,4908,perishable goods,Medium Refrigerated Truck,5421
Corn,9408,crops,10 Wheeler Cargo Truck,10735
Eggs,6503,perishable goods,Large Refrigerated Truck,8003
Goats,9448,livestock,10 wheeler Livestock Truck,10164
Goats,11565,livestock,10 wheeler Livestock Truck,12957
Goats,1407,livestock,Small Livestock Truck,2044
Fruits,8016,crops,10 Wheeler Cargo Truck,8851
Milk,9138,perishable goods,10 wheeler Reefer Truck,9883
Cows,8295,livestock,10 wheeler Livestock Truck,9982
Meat,10718,perishable goods,10 wheeler Reefer Truck,10984
Eggs,6952,perishable goods,Large Refrigerated Truck,8208
Eggs,8993,perishable goods,Large Refrigerated Truck,10574
Cows,10860,livestock,10 wheeler Livestock Truck,12721
Frozen Fish,9793,perishable goods,10 wheeler Reefer Truck,11166
Fresh Vegetables,8817,perishable goods,Large Refrigerated Truck,9053
Pigs,3778,livestock,Large Livestock Truck,5086
Leafy Greens,8788,perishable goods,Large Refrigerated Truck,10246
Corn,13835,crops,10 Wheeler Dump Truck,14651
Pigs,7650,livestock,10 wheeler Livestock Truck,9650
Cows,5425,livestock,Large Livestock Truck,6009
Pigs,9685,livestock,10 wheeler Livestock Truck,11434
Meat,1096,perishable goods,Medium Refrigerated Van,2262
Vegetables,12715,crops,10 Wheeler Dump Truck,13061
Vegetables,568,crops,Small Multicab,1478
Goats,4131,livestock,Large Livestock Truck,4552
Frozen Fish,3132,perishable goods,Medium Refrigerated Truck,4139
Milk,1643,perishable goods,Small Refrigerated Truck,1904
Milk,8515,perishable goods,Large Refrigerated Truck,9488
Fresh Vegetables,11720,perishable goods,10 wheeler Reefer Truck,13650
Meat,4329,perishable goods,Medium Refrigerated Truck,5567
Leafy Greens,486,perishable goods,Small Refrigerated Van,1233
Frozen Fish,6845,perishable goods,Large Refrigerated Truck,7638
Milk,11959,perishable goods,10 wheeler Reefer Truck,13613
Rice,661,crops,Small Delivery Van,1148
Rice,10115,crops,10 Wheeler Cargo Truck,10691
Cows,10193,livestock,10 wheeler Livestock Truck,11272
Rice,13565,crops,10 Wheeler Dump Truck,15128
Leafy Greens,7656,perishable goods,Large Refrigerated Truck,8173
Milk,8921,perishable goods,Large Refrigerated Truck,10781
Milk,2144,perishable goods,Small Refrigerated Truck,3061
Frozen Fish,9895,perishable goods,10 wheeler Reefer Truck,11719
Corn,11862,crops,10 Wheeler Cargo Truck,12797
Corn,12937,crops,10 Wheeler Dump Truck,14032
Goats,2137,livestock,Medium Livestock Truck,2928
Rice,4173,crops,Heavy Duty Pickup Truck,6149
Fruits,3096,crops,Elf Truck,4949
Fresh Vegetables,6893,perishable goods,Large Refrigerated Truck,8354
Frozen Fish,8441,perishable goods,Large Refrigerated Truck,9606
Meat,3493,perishable goods,Medium Refrigerated Truck,3993
Leafy Greens,8570,perishable goods,Large Refrigerated Truck,8709
Eggs,1408,perishable goods,Large Refrigerated Van,3007
Leafy Greens,724,perishable goods,Small Refrigerated Van,1869
Pigs,1635,livestock,Medium Livestock Truck,2317
Rice,4199,crops,Heavy Duty Pickup Truck,5832
Goats,5781,livestock,Large Livestock Truck,5929
Rice,11222,crops,10 Wheeler Dump Truck,12131
Goats,10969,livestock,10 wheeler Livestock Truck,11450
Eggs,4586,perishable goods,Medium Refrigerated Truck,6431
Meat,59,perishable goods,Small Refrigerated Van,502
Fresh Vegetables,7653,perishable goods,Large Refrigerated Truck,9262
Goats,2205,livestock,Medium Livestock Truck,2578
Fresh Vegetables,3100,perishable goods,Medium Refrigerated Truck,4284
Rice,1967,crops,Elf Truck,3818
Chickens,3393,livestock,Large Livestock Truck,4622
Eggs,10179,perishable goods,10 wheeler Reefer Truck,10859
Vegetables,8123,crops,10 Wheeler Cargo Truck,8830
Fresh Vegetables,125,perishable goods,Small Refrigerated Van,1879
Leafy Greens,9324,perishable goods,10 wheeler Reefer Truck,9883
Eggs,9804,perishable goods,10 wheeler Reefer Truck,11061
Frozen Fish,4328,perishable goods,Medium Refrigerated Truck,5683
Meat,11043,perishable goods,10 wheeler Reefer Truck,11747
Fresh Vegetables,7364,perishable goods,Large Refrigerated Truck,7799
Eggs,6133,perishable goods,Large Refrigerated Truck,7274
Eggs,3789,perishable goods,Medium Refrigerated Truck,4798
Frozen Fish,11769,perishable goods,10 wheeler Reefer Truck,13263
Goats,7889,livestock,10 wheeler Livestock Truck,8994
Eggs,9587,perishable goods,10 wheeler Reefer Truck,11505
Frozen Fish,3004,perishable goods,Medium Refrigerated Truck,3667
Chickens,4548,livestock,Large Livestock Truck,5255
Pigs,2321,livestock,Medium Livestock Truck,2555
Cows,8113,livestock,10 wheeler Livestock Truck,8486
Eggs,5897,perishable goods,Large Refrigerated Truck,6292
Fresh Vegetables,9934,perishable goods,10 wheeler Reefer Truck,10488
Fruits,12107,crops,10 Wheeler Dump Truck,12460
Meat,10214,perishable goods,10 wheeler Reefer Truck,11891
Goats,6504,livestock,Large Livestock Truck,8432
Eggs,10493,perishable goods,10 wheeler Reefer Truck,12203
Goats,1876,livestock,Medium Livestock Truck,2980
Milk,5987,perishable goods,Large Refrigerated Truck,6647
Milk,8987,perishable goods,Large Refrigerated Truck,10818
Fresh Vegetables,9121,perishable goods,10 wheeler Reefer Truck,10144
Cows,2925,livestock,Medium Livestock Truck,3930
Fresh Vegetables,1392,perishable goods,Large Refrigerated Van,1564
Corn,13498,crops,10 Wheeler Dump Truck,15406
Frozen Fish,7950,perishable goods,Large Refrigerated Truck,8506
Fresh Vegetables,11514,perishable goods,10 wheeler Reefer Truck,11812
Frozen Fish,11993,perishable goods,10 wheeler Reefer Truck,13090
Pigs,6664,livestock,Large Livestock Truck,7656
Frozen Fish,10034,perishable goods,10 wheeler Reefer Truck,11932
Eggs,3163,perishable goods,Medium Refrigerated Truck,4788
Leafy Greens,6570,perishable goods,Large Refrigerated Truck,7944
Fresh Vegetables,3175,perishable goods,Medium Refrigerated Truck,4004
Meat,6017,perishable goods,Large Refrigerated Truck,6452
Fruits,11812,crops,10 Wheeler Dump Truck,12570
Vegetables,11070,crops,10 Wheeler Cargo Truck,11515
Cows,8638,livestock,10 wheeler Livestock Truck,9277
Milk,4881,perishable goods,Medium Refrigerated Truck,6180
Chickens,1638,livestock,Medium Livestock Truck,2841
Chickens,4037,livestock,Large Livestock Truck,5264
Fresh Vegetables,1142,perishable goods,Medium Refrigerated Van,2665
Milk,8695,perishable goods,Large Refrigerated Truck,10072
Goats,1564,livestock,Medium Livestock Truck,3045
Goats,2080,livestock,Medium Livestock Truck,3520
Chickens,5870,livestock,Large Livestock Truck,6517
Vegetables,11149,crops,10 Wheeler Cargo Truck,12370
Pigs,2077,livestock,Medium Livestock Truck,3101
Corn,10453,crops,10 Wheeler Cargo Truck,11378
Corn,3213,crops,Large Pickup Truck,4081
Eggs,3635,perishable goods,Medium Refrigerated Truck,5160
Cows,10696,livestock,10 wheeler Livestock Truck,11429
Meat,11739,perishable goods,10 wheeler Reefer Truck,13197
Leafy Greens,4721,perishable goods,Medium Refrigerated Truck,6622
Vegetables,14949,crops,10 Wheeler Dump Truck,16149
Frozen Fish,7437,perishable goods,Large Refrigerated Truck,8313
Milk,9859,perishable goods,10 wheeler Reefer Truck,11716
Goats,11905,livestock,10 wheeler Livestock Truck,13861
Cows,8338,livestock,10 wheeler Livestock Truck,9315
Rice,13408,crops,10 Wheeler Dump Truck,15357
Rice,7572,crops,Dropside Truck,8011
Pigs,3493,livestock,Large Livestock Truck,4708
Goats,11669,livestock,10 wheeler Livestock Truck,12410
Fresh Vegetables,3694,perishable goods,Medium Refrigerated Truck,5018
Fresh Vegetables,8380,perishable goods,Large Refrigerated Truck,9229
Pigs,4981,livestock,Large Livestock Truck,6468
Goats,9391,livestock,10 wheeler Livestock Truck,10487
Leafy Greens,3288,perishable goods,Medium Refrigerated Truck,3722
Milk,6683,perishable goods,Large Refrigerated Truck,8472
Milk,284,perishable goods,Small Refrigerated Van,786
Rice,759,crops,Small Multicab,930
Goats,10898,livestock,10 wheeler Livestock Truck,12172
Goats,9460,livestock,10 wheeler Livestock Truck,11364
Fruits,1306,crops,Large Delivery Van,1977
Corn,11054,crops,10 Wheeler Cargo Truck,11546
Fresh Vegetables,4965,perishable goods,Medium Refrigerated Truck,6404
Corn,695,crops,Small Multicab,1820
Cows,9166,livestock,10 wheeler Livestock Truck,9465
Vegetables,14650,crops,10 Wheeler Dump Truck,14907
Goats,6149,livestock,Large Livestock Truck,7872
Goats,11219,livestock,10 wheeler Livestock Truck,12071
Fresh Vegetables,8155,perishable goods,Large Refrigerated Truck,8810
Vegetables,10108,crops,10 Wheeler Cargo Truck,11571
Vegetables,14366,crops,10 Wheeler Dump Truck,15940
Fruits,5533,crops,Dropside Truck,6682
Chickens,1523,livestock,Medium Livestock Truck,3399
Leafy Greens,7695,perishable goods,Large Refrigerated Truck,8565
Pigs,11962,livestock,10 wheeler Livestock Truck,13390
Vegetables,9509,crops,10 Wheeler Cargo Truck,10423
Fresh Vegetables,1979,perishable goods,Small Refrigerated Truck,2731
Meat,3522,perishable goods,Medium Refrigerated Truck,4756
Rice,13360,crops,10 Wheeler Dump Truck,13637
Corn,735,crops,Small Delivery Van,1170
Milk,11931,perishable goods,10 wheeler Reefer Truck,12776
Cows,7566,livestock,10 wheeler Livestock Truck,9239
Eggs,587,perishable goods,Small Refrigerated Van,2155
Leafy Greens,659,perishable goods,Small Refrigerated Van,1929
Pigs,10258,livestock,10 wheeler Livestock Truck,12009
Milk,1471,perishable goods,Large Refrigerated Van,3350
Milk,7779,perishable goods,Large Refrigerated Truck,8210
Leafy Greens,9170,perishable goods,10 wheeler Reefer Truck,10566
Rice,13925,crops,10 Wheeler Dump Truck,14584
Fruits,10838,crops,10 Wheeler Cargo Truck,12788
Frozen Fish,10724,perishable goods,10 wheeler Reefer Truck,11323
Meat,3035,perishable goods,Medium Refrigerated Truck,4255
Eggs,5392,perishable goods,Large Refrigerated Truck,5926
Meat,3770,perishable goods,Medium Refrigerated Truck,5335
Eggs,9710,perishable goods,10 wheeler Reefer Truck,11568
Meat,8974,perishable goods,Large Refrigerated Truck,10179
Cows,6397,livestock,Large Livestock Truck,8338
Eggs,7829,perishable goods,Large Refrigerated Truck,9774
Corn,3217,crops,Elf Truck,4550
Vegetables,6377,crops,Dropside Truck,7923
Cows,6623,livestock,Large Livestock Truck,8377
Milk,942,perishable goods,Medium Refrigerated Van,1549
Milk,3937,perishable goods,Medium Refrigerated Truck,4465
Corn,14058,crops,10 Wheeler Dump Truck,15272
Pigs,10845,livestock,10 wheeler Livestock Truck,12572
Leafy Greens,3631,perishable goods,Medium Refrigerated Truck,4313
Corn,12381,crops,10 Wheeler Dump Truck,12846
Vegetables,468,crops,Small Multicab,1291
Leafy Greens,8035,perishable goods,Large Refrigerated Truck,9312
Pigs,5079,livestock,Large Livestock Truck,6880
Leafy Greens,1041,perishable goods,Medium Refrigerated Van,2094
Eggs,11923,perishable goods,10 wheeler Reefer Truck,12714
Frozen Fish,695,perishable goods,Small Refrigerated Van,1682
Leafy Greens,9339,perishable goods,10 wheeler Reefer Truck,9916
Fresh Vegetables,8722,perishable goods,Large Refrigerated Truck,9351
Meat,6650,perishable goods,Large Refrigerated Truck,8061
Goats,4544,livestock,Large Livestock Truck,5320
Goats,3602,livestock,Large Livestock Truck,4411
Milk,7202,perishable goods,Large Refrigerated Truck,7975
Leafy Greens,10312,perishable goods,10 wheeler Reefer Truck,10791
Frozen Fish,722,perishable goods,Small Refrigerated Van,2036
Frozen Fish,11437,perishable goods,10 wheeler Reefer Truck,11732
Frozen Fish,5367,perishable goods,Large Refrigerated Truck,6521
Fresh Vegetables,2748,perishable goods,Small Refrigerated Truck,3815
Corn,13697,crops,10 Wheeler Dump Truck,15213
Milk,11563,perishable goods,10 wheeler Reefer Truck,13320
Corn,14022,crops,10 Wheeler Dump Truck,14143
Vegetables,9341,crops,10 Wheeler Cargo Truck,10076
Frozen Fish,11381,perishable goods,10 wheeler Reefer Truck,11993
Eggs,8053,perishable goods,Large Refrigerated Truck,9536
Goats,5109,livestock,Large Livestock Truck,5639
Eggs,6258,perishable goods,Large Refrigerated Truck,7704
Cows,5279,livestock,Large Livestock Truck,5494
Goats,878,livestock,Small Livestock Truck,1066
Vegetables,7256,crops,Dropside Truck,8616
Milk,4091,perishable goods,Medium Refrigerated Truck,4416
Pigs,2832,livestock,Medium Livestock Truck,3492
Fruits,11249,crops,10 Wheeler Dump Truck,12722
Fresh Vegetables,6021,perishable goods,Large Refrigerated Truck,7807
Fresh Vegetables,9229,perishable goods,10 wheeler Reefer Truck,10589
Eggs,2089,perishable goods,Small Refrigerated Truck,3415
Eggs,10865,perishable goods,10 wheeler Reefer Truck,11167
Eggs,10561,perishable goods,10 wheeler Reefer Truck,11734
Eggs,2461,perishable goods,Small Refrigerated Truck,3154
Rice,6695,crops,Dropside Truck,7205
Meat,5207,perishable goods,Large Refrigerated Truck,7195
Meat,4103,perishable goods,Medium Refrigerated Truck,4543
Frozen Fish,8171,perishable goods,Large Refrigerated Truck,9435
Fruits,8870,crops,Dropside Truck,10563
Chickens,9754,livestock,10 wheeler Livestock Truck,11610
Corn,6958,crops,Dropside Truck,7838
Corn,11828,crops,10 Wheeler Cargo Truck,12223
Corn,11628,crops,10 Wheeler Dump Truck,12869
Rice,8823,crops,Dropside Truck,9596
Goats,11490,livestock,10 wheeler Livestock Truck,11730
Pigs,1270,livestock,Small Livestock Truck,2220
Meat,11114,perishable goods,10 wheeler Reefer Truck,12003
Meat,10270,perishable goods,10 wheeler Reefer Truck,10472
Corn,1284,crops,Medium Pickup Truck,2955
Frozen Fish,3083,perishable goods,Medium Refrigerated Truck,3430
Corn,7000,crops,Dropside Truck,8467
Cows,11347,livestock,10 wheeler Livestock Truck,12771
Fruits,11304,crops,10 Wheeler Cargo Truck,11967
Pigs,3063,livestock,Large Livestock Truck,4918
Vegetables,1336,crops,Large Multicab,1884
Eggs,9117,perishable goods,10 wheeler Reefer Truck,10927
Pigs,8228,livestock,10 wheeler Livestock Truck,8513
Milk,10165,perishable goods,10 wheeler Reefer Truck,11158
Meat,6016,perishable goods,Large Refrigerated Truck,7664
Milk,10690,perishable goods,10 wheeler Reefer Truck,12556
Vegetables,6103,crops,Dropside Truck,7548
Cows,7815,livestock,10 wheeler Livestock Truck,9609
Fruits,5573,crops,Dropside Truck,6395
Pigs,9381,livestock,10 wheeler Livestock Truck,10052
Fruits,4891,crops,Dropside Truck,6823
Rice,10471,crops,10 Wheeler Cargo Truck,12003
Meat,2434,perishable goods,Small Refrigerated Truck,3129
Goats,8941,livestock,10 wheeler Livestock Truck,10444
Milk,2876,perishable goods,Small Refrigerated Truck,4664
Fresh Vegetables,7920,perishable goods,Large Refrigerated Truck,8853
Eggs,8357,perishable goods,Large Refrigerated Truck,9691
Meat,10772,perishable goods,10 wheeler Reefer Truck,11829
Meat,4090,perishable goods,Medium Refrigerated Truck,5625
Rice,13985,crops,10 Wheeler Dump Truck,15465
Cows,1389,livestock,Small Livestock Truck,1682
Pigs,2775,livestock,Medium Livestock Truck,3064
Eggs,8266,perishable goods,Large Refrigerated Truck,10038
Fruits,8324,crops,10 Wheeler Cargo Truck,9190
Fresh Vegetables,4159,perishable goods,Medium Refrigerated Truck,5703
Leafy Greens,1829,perishable goods,Small Refrigerated Truck,3117
Frozen Fish,8591,perishable goods,Large Refrigerated Truck,9506
Frozen Fish,2038,perishable goods,Small Refrigerated Truck,2447
Eggs,9300,perishable goods,10 wheeler Reefer Truck,10651
Fruits,824,crops,Small Multicab,1204
Meat,3827,perishable goods,Medium Refrigerated Truck,4613
Meat,3262,perishable goods,Medium Refrigerated Truck,4919
Corn,10898,crops,10 Wheeler Cargo Truck,11646
